1.000000000000000000e+01,1.277830376151712017e+03,1.831370247395833246e+02,1.769344335937499864e+02,1.852786588541666788e+02,1.788555575351562368e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.533037970189639964e+03,1.821798144531250045e+02,1.754667838541666640e+02,1.871613671874999909e+02,1.777383230761718664e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.774887218526618199e+03,1.827596549479166583e+02,1.771881705729166754e+02,1.877556673177083439e+02,1.791356414160156021e+02,0.000000000000000000e+00
1.500000000000000000e+01,1.489070877687327993e+03,1.753765071614583348e+02,1.729185904947916583e+02,1.871816536458333360e+02,1.744709367376302112e+02,0.000000000000000000e+00
1.600000000000000000e+01,1.420678827373292052e+03,1.808899967447916595e+02,1.761816015624999920e+02,1.869384342447916652e+02,1.779592496979166754e+02,0.000000000000000000e+00
1.600000000000000000e+01,1.307556955284459946e+03,1.822041145833333360e+02,1.779227148437499864e+02,1.882270084635416652e+02,1.795769104277343615e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.980135338753292217e+03,1.848473535156250023e+02,1.801245149739583269e+02,1.897344628906249966e+02,1.818224286874999791e+02,0.000000000000000000e+00
1.400000000000000000e+01,1.391339957413771344e+03,1.809821158854166754e+02,1.766177148437500080e+02,1.884638932291666720e+02,1.784008805846354164e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.885981492599446028e+03,1.814646256510416720e+02,1.782255729166666640e+02,1.882958756510416549e+02,1.796412713854166441e+02,0.000000000000000000e+00
1.600000000000000000e+01,1.423075940379279928e+03,1.811160611979166788e+02,1.724012630208333405e+02,1.863317545572916742e+02,1.752598106022135482e+02,0.000000000000000000e+00
1.500000000000000000e+01,1.613870877687327948e+03,1.805165787760416549e+02,1.743038183593749864e+02,1.873925813802083269e+02,1.765696599140624699e+02,0.000000000000000000e+00
1.400000000000000000e+01,1.420482814556628455e+03,1.834535774739583474e+02,1.741956998697916674e+02,1.863810579427083383e+02,1.770437075013020944e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.751063283649399864e+03,1.839945670572916754e+02,1.797945833333333212e+02,1.891241015624999875e+02,1.813610910891926835e+02,0.000000000000000000e+00
2.100000000000000000e+01,1.275358038456457052e+03,1.821595898437500125e+02,1.797666373697916526e+02,1.892947981770833223e+02,1.809633122760416484e+02,0.000000000000000000e+00
1.600000000000000000e+01,1.417056955284459946e+03,1.825896158854166629e+02,1.799666503906250057e+02,1.894356380208333235e+02,1.812079537617187555e+02,0.000000000000000000e+00
1.500000000000000000e+01,1.932240501535615977e+03,1.832612174479166640e+02,1.822601888020833201e+02,1.896519921875000136e+02,1.830066956966145710e+02,0.000000000000000000e+00
1.400000000000000000e+01,1.339900537359588498e+03,1.832931933593750102e+02,1.804805729166666595e+02,1.908129915364583269e+02,1.818245366471354032e+02,0.000000000000000000e+00
1.000000000000000000e+01,2.281045564227567866e+03,1.807466048177083451e+02,1.811817024739583246e+02,1.930638964843749932e+02,1.819470951197916690e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.472431347925710725e+03,1.800936848958333201e+02,1.802327278645833246e+02,1.928733789062499966e+02,1.811158223346353964e+02,0.000000000000000000e+00
1.800000000000000000e+01,1.657084378199199818e+03,1.826305826822916742e+02,1.791649479166666765e+02,1.860381477864583246e+02,1.803979868984375230e+02,0.000000000000000000e+00
9.450000000000000000e+02,1.341808520196481425e+02,1.826305826822916742e+02,1.791649479166666765e+02,1.860381477864583246e+02,1.803979868984375230e+02,1.000000000000000000e+00
9.450000000000000000e+02,1.341808520196481425e+02,1.826305826822916742e+02,1.791649479166666765e+02,1.860381477864583246e+02,1.803979868984375230e+02,1.000000000000000000e+00
9.450000000000000000e+02,1.341808520196481425e+02,1.826305826822916742e+02,1.791649479166666765e+02,1.860381477864583246e+02,1.803979868984375230e+02,1.000000000000000000e+00
9.450000000000000000e+02,1.341808520196481425e+02,1.826305826822916742e+02,1.791649479166666765e+02,1.860381477864583246e+02,1.803979868984375230e+02,1.000000000000000000e+00
9.450000000000000000e+02,1.341808520196481425e+02,1.826305826822916742e+02,1.791649479166666765e+02,1.860381477864583246e+02,1.803979868984375230e+02,1.000000000000000000e+00
